Timestamp,Sail,TWS,TWA,BoatSpeed,Notes
2026-06-29T20:31:48.783Z,A6,5.89,118,4.62,On Target
2026-06-29T10:37:26.590Z,A6,5.93,121,5.32,Surfing/Planing
2026-06-29T11:47:43.767Z,A6,5.79,122,4.80,On Target
2026-06-28T23:09:09.398Z,A6,7.97,93,6.72,On Target
2026-06-29T18:12:39.034Z,A6,7.93,95,7.25,Surfing/Planing
2026-06-29T00:07:31.782Z,A6,8.21,96,5.46,Poor Trim
2026-06-29T19:17:49.864Z,A6,8.00,101,6.79,On Target
2026-06-29T01:20:02.263Z,A6,8.08,102,7.33,Surfing/Planing
2026-06-29T14:14:51.771Z,A6,7.97,102,6.54,On Target
2026-06-28T21:57:26.825Z,A6,8.08,104,6.46,On Target
2026-06-29T13:50:24.997Z,A6,7.71,103,6.69,On Target
2026-06-28T21:26:45.811Z,A6,8.23,105,6.46,On Target
2026-06-29T16:24:49.894Z,A6,7.78,108,6.58,On Target
2026-06-29T08:12:03.608Z,A6,8.13,111,6.48,On Target
2026-06-29T05:29:24.311Z,A6,8.01,110,6.58,On Target
2026-06-29T12:11:34.643Z,A6,7.90,114,5.75,Poor Trim
2026-06-29T16:34:20.010Z,A6,8.02,115,6.58,On Target
2026-06-29T20:15:17.464Z,A6,7.70,113,6.98,Surfing/Planing
2026-06-28T23:48:54.469Z,A6,7.96,120,5.95,Poor Trim
2026-06-29T22:25:26.506Z,A6,7.92,119,6.63,On Target
2026-06-29T21:22:18.273Z,A6,8.28,121,6.72,On Target
2026-06-29T08:45:19.175Z,A6,10.18,95,7.04,Poor Trim
2026-06-29T21:20:12.390Z,A6,9.74,94,8.59,On Target
2026-06-29T08:24:59.861Z,A6,10.29,93,8.42,On Target
2026-06-29T16:06:26.903Z,A6,10.20,100,8.73,On Target
2026-06-28T21:33:10.215Z,A6,9.86,100,9.72,Surfing/Planing
2026-06-29T04:58:21.939Z,A6,10.04,102,8.50,On Target
2026-06-29T03:09:34.942Z,A6,10.03,106,8.52,On Target
2026-06-28T21:08:22.837Z,A6,10.29,106,8.57,On Target
2026-06-29T05:26:48.000Z,A6,10.22,104,9.19,Surfing/Planing
2026-06-28T23:33:32.690Z,A6,9.95,109,8.67,On Target
2026-06-29T06:50:13.786Z,A6,10.22,111,7.21,Poor Trim
2026-06-28T21:17:35.644Z,A6,9.99,109,8.64,On Target
2026-06-29T03:29:30.041Z,A6,10.13,113,8.71,On Target
2026-06-29T08:52:06.677Z,A6,9.98,113,8.70,On Target
2026-06-29T05:14:34.646Z,A6,9.95,115,8.61,On Target
2026-06-29T09:36:53.407Z,A6,9.73,118,7.07,Poor Trim
2026-06-29T13:34:24.394Z,A6,10.20,122,8.29,On Target
2026-06-29T23:05:18.935Z,A6,9.86,121,8.68,On Target
2026-06-29T06:36:30.633Z,A6,12.25,97,8.95,On Target
2026-06-29T06:34:38.149Z,A6,11.84,95,9.03,On Target
2026-06-29T03:59:14.579Z,A6,12.01,95,8.95,On Target
2026-06-29T02:16:46.130Z,A6,12.11,102,7.57,Poor Trim
2026-06-29T23:04:44.315Z,A6,11.90,99,9.44,On Target
2026-06-29T07:51:20.065Z,A6,12.20,99,8.91,On Target
2026-06-29T03:35:28.955Z,A6,12.18,104,9.32,On Target
2026-06-29T09:58:12.479Z,A6,11.78,103,9.13,On Target
2026-06-28T23:49:22.941Z,A6,12.18,105,9.79,Surfing/Planing
2026-06-29T19:57:30.176Z,A6,12.03,111,9.32,On Target
2026-06-29T17:17:50.235Z,A6,11.78,111,9.20,On Target
2026-06-29T18:17:46.859Z,A6,12.25,110,8.92,On Target
2026-06-28T21:24:07.955Z,A6,12.05,114,7.82,Poor Trim
2026-06-29T04:13:24.844Z,A6,12.16,114,10.04,Surfing/Planing
2026-06-29T18:55:35.285Z,A6,12.09,115,8.30,Poor Trim
2026-06-29T21:34:13.990Z,A6,11.78,122,9.15,On Target
2026-06-29T09:52:09.871Z,A6,12.07,120,8.98,On Target
2026-06-28T20:48:15.927Z,A6,12.20,119,9.18,On Target
2026-06-29T02:49:39.271Z,A6,13.97,95,9.83,On Target
2026-06-29T23:01:58.246Z,A6,14.22,94,9.69,On Target
2026-06-29T10:00:03.383Z,A6,13.72,96,8.95,Poor Trim
2026-06-29T02:48:01.210Z,A6,14.09,102,8.64,Poor Trim
2026-06-29T08:45:07.130Z,A6,13.99,100,9.80,On Target
2026-06-29T07:58:01.304Z,A6,13.71,101,8.74,Poor Trim
2026-06-29T18:54:36.777Z,A6,13.92,106,10.60,Surfing/Planing
2026-06-29T06:49:49.604Z,A6,14.24,105,8.62,Poor Trim
2026-06-29T10:15:07.956Z,A6,13.97,105,9.61,On Target
2026-06-29T04:08:35.112Z,A6,14.06,112,9.82,On Target
2026-06-29T23:46:14.193Z,A6,14.25,108,9.83,On Target
2026-06-29T05:03:30.878Z,A6,14.03,111,10.98,Surfing/Planing
2026-06-28T20:39:38.144Z,A6,14.29,117,10.10,On Target
2026-06-29T01:27:54.257Z,A6,13.80,113,10.36,Surfing/Planing
2026-06-29T10:21:24.519Z,A6,14.22,116,9.73,On Target
2026-06-29T00:39:01.094Z,A6,13.97,122,9.69,On Target
2026-06-29T19:39:45.794Z,A6,13.92,121,8.20,Poor Trim
2026-06-29T17:21:02.080Z,A6,14.07,119,10.11,On Target
2026-06-29T12:37:25.261Z,A6,16.18,96,9.33,Poor Trim
2026-06-28T23:41:11.828Z,A6,15.85,95,11.52,Surfing/Planing
2026-06-29T13:24:26.409Z,A6,16.21,96,10.48,On Target
2026-06-29T09:17:45.092Z,A6,16.30,98,10.23,On Target
2026-06-29T06:06:30.005Z,A6,16.18,100,10.71,On Target
2026-06-29T13:06:48.782Z,A6,16.05,98,11.22,Surfing/Planing
2026-06-29T05:07:38.717Z,A6,16.12,105,10.58,On Target
2026-06-28T23:06:31.905Z,A6,16.16,103,8.71,Poor Trim
2026-06-28T22:44:01.092Z,A6,15.70,103,10.22,On Target
2026-06-29T03:18:09.922Z,A6,16.08,108,10.71,On Target
2026-06-29T14:23:50.671Z,A6,15.82,111,10.22,On Target
2026-06-29T06:36:23.614Z,A6,16.05,112,10.45,On Target
2026-06-29T07:39:44.213Z,A6,15.95,115,8.75,Poor Trim
2026-06-29T04:21:09.924Z,A6,16.14,114,12.02,Surfing/Planing
2026-06-29T12:01:37.627Z,A6,16.06,114,10.80,On Target
2026-06-28T23:14:40.626Z,A6,16.12,119,11.56,Surfing/Planing
2026-06-28T22:30:51.718Z,A6,15.84,118,10.80,On Target
2026-06-29T09:57:03.501Z,A6,16.29,118,10.57,On Target
2026-06-28T20:32:07.507Z,A6,17.85,97,11.46,On Target
2026-06-29T15:29:33.362Z,A6,18.01,94,11.02,On Target
2026-06-28T21:46:11.429Z,A6,18.08,94,11.07,On Target
2026-06-29T11:36:43.960Z,A6,17.81,100,12.45,Surfing/Planing
2026-06-29T08:59:06.702Z,A6,18.23,100,12.21,Surfing/Planing
2026-06-29T06:28:29.625Z,A6,17.97,100,11.24,On Target
2026-06-29T12:38:44.253Z,A6,17.80,103,11.08,On Target
2026-06-29T14:55:42.963Z,A6,17.71,103,11.01,On Target
2026-06-29T22:48:19.886Z,A6,17.98,106,9.94,Poor Trim
2026-06-29T18:01:21.050Z,A6,17.87,111,11.06,On Target
2026-06-29T06:53:26.928Z,A6,17.98,112,9.37,Poor Trim
2026-06-29T14:23:46.111Z,A6,18.23,112,12.24,Surfing/Planing
2026-06-29T19:09:37.114Z,A6,18.10,116,11.45,On Target
2026-06-29T12:44:33.555Z,A6,17.93,113,12.36,Surfing/Planing
2026-06-29T19:10:16.721Z,A6,17.72,117,9.75,Poor Trim
2026-06-29T09:28:46.095Z,A6,18.06,122,11.28,On Target
2026-06-29T09:26:01.482Z,A6,18.24,122,9.40,Poor Trim
2026-06-28T22:26:27.995Z,A6,17.93,121,11.12,On Target
2026-06-29T14:59:11.500Z,A6,19.92,94,12.08,On Target
2026-06-28T23:31:11.820Z,A6,19.84,95,11.83,On Target
2026-06-29T03:45:15.673Z,A6,20.04,95,12.67,Surfing/Planing
2026-06-29T12:04:59.008Z,A6,19.73,98,9.84,Poor Trim
2026-06-29T14:35:03.389Z,A6,20.16,100,11.73,On Target
2026-06-28T20:18:15.971Z,A6,20.14,100,12.00,On Target
2026-06-29T15:54:07.937Z,A6,20.05,104,10.69,Poor Trim
2026-06-29T13:30:14.813Z,A6,19.77,107,10.58,Poor Trim
2026-06-29T08:01:29.507Z,A6,19.74,106,12.64,Surfing/Planing
2026-06-29T00:35:26.088Z,A6,19.83,112,11.76,On Target
2026-06-29T23:25:05.686Z,A6,19.94,108,11.81,On Target
2026-06-29T12:52:23.766Z,A6,19.71,112,11.63,On Target
2026-06-29T20:32:32.427Z,A6,19.81,116,12.16,On Target
2026-06-29T00:19:55.844Z,A6,20.23,114,11.83,On Target
2026-06-29T01:08:42.217Z,A6,19.83,113,12.11,On Target
2026-06-28T22:06:45.534Z,A6,19.84,118,10.82,Poor Trim
2026-06-29T05:20:43.230Z,A6,20.08,118,11.95,On Target
2026-06-29T01:57:15.532Z,A6,19.71,122,11.84,On Target
2026-06-29T13:44:23.732Z,A6,21.75,94,14.34,Surfing/Planing
2026-06-29T08:32:02.392Z,A6,21.82,93,12.14,On Target
2026-06-28T22:16:23.106Z,A6,21.90,97,14.06,Surfing/Planing
2026-06-29T19:54:22.477Z,A6,21.92,99,11.03,Poor Trim
2026-06-29T08:53:35.899Z,A6,22.06,101,12.15,On Target
2026-06-28T23:29:08.922Z,A6,22.11,101,12.71,On Target
2026-06-29T17:46:03.186Z,A6,21.96,103,13.35,Surfing/Planing
2026-06-29T17:35:09.071Z,A6,22.06,106,12.43,On Target
2026-06-29T12:44:28.982Z,A6,21.91,105,12.17,On Target
2026-06-29T06:42:34.217Z,A6,22.09,111,14.17,Surfing/Planing
2026-06-29T10:30:41.184Z,A6,22.17,108,12.59,On Target
2026-06-29T12:52:48.824Z,A6,21.82,112,13.64,Surfing/Planing
2026-06-28T22:20:05.302Z,A6,22.24,113,12.75,On Target
2026-06-29T16:28:30.205Z,A6,22.00,116,12.65,On Target
2026-06-29T14:07:47.698Z,A6,22.27,113,14.03,Surfing/Planing
2026-06-29T11:13:27.740Z,A6,21.88,119,12.31,On Target
2026-06-29T18:14:45.467Z,A6,21.72,121,10.55,Poor Trim
2026-06-29T22:56:12.416Z,A6,22.18,118,12.52,On Target
2026-06-29T11:25:00.367Z,A6,23.90,96,12.98,On Target
2026-06-29T02:16:56.725Z,A6,24.22,96,13.13,On Target
2026-06-29T13:47:27.648Z,A6,24.06,97,13.07,On Target
2026-06-29T12:34:44.270Z,A6,23.88,101,12.90,On Target
2026-06-29T06:05:47.269Z,A6,24.17,100,14.94,Surfing/Planing
2026-06-28T22:50:20.692Z,A6,24.06,100,13.42,On Target
2026-06-29T16:59:56.857Z,A6,23.74,106,10.95,Poor Trim
2026-06-29T03:48:25.904Z,A6,23.80,104,11.28,Poor Trim
2026-06-28T21:05:02.726Z,A6,23.99,106,14.86,Surfing/Planing
2026-06-29T16:36:46.697Z,A6,24.19,109,12.79,On Target
2026-06-29T03:55:14.977Z,A6,24.15,112,12.94,On Target
2026-06-29T06:52:50.082Z,A6,24.08,109,14.84,Surfing/Planing
2026-06-29T06:34:32.585Z,A6,24.08,115,14.33,Surfing/Planing
2026-06-28T21:22:59.110Z,A6,24.19,113,14.74,Surfing/Planing
2026-06-29T00:48:09.167Z,A6,23.85,113,13.05,On Target
2026-06-29T08:15:33.911Z,A6,24.22,120,13.17,On Target
2026-06-29T22:45:59.551Z,A6,23.87,122,14.54,Surfing/Planing
2026-06-29T09:14:22.701Z,A6,23.82,118,14.17,Surfing/Planing
2026-06-29T16:00:31.590Z,A6,26.30,96,13.64,On Target
2026-06-29T18:14:10.614Z,A6,25.84,97,15.38,Surfing/Planing
2026-06-29T13:15:47.165Z,A6,26.15,93,13.77,On Target
2026-06-29T07:31:49.285Z,A6,25.91,100,13.79,On Target
2026-06-29T05:40:03.682Z,A6,25.83,101,13.90,On Target
2026-06-29T20:12:29.884Z,A6,25.90,98,14.63,Surfing/Planing
2026-06-29T09:14:49.684Z,A6,26.15,104,12.00,Poor Trim
2026-06-29T22:03:20.308Z,A6,26.18,105,13.90,On Target
2026-06-29T08:26:10.828Z,A6,26.02,107,14.73,Surfing/Planing
2026-06-29T23:56:18.171Z,A6,26.20,111,13.45,On Target
2026-06-29T16:26:23.752Z,A6,25.84,112,13.49,On Target
2026-06-29T16:03:17.173Z,A6,26.07,111,14.18,On Target
2026-06-29T10:17:16.494Z,A6,26.21,117,14.09,On Target
2026-06-29T13:54:55.821Z,A6,25.82,113,13.90,On Target
2026-06-29T16:17:06.305Z,A6,26.28,117,14.20,On Target
2026-06-29T17:15:34.790Z,A6,26.18,118,13.81,On Target
2026-06-29T06:21:45.045Z,A6,26.30,121,14.06,On Target
2026-06-28T20:23:25.302Z,A6,26.18,122,14.14,On Target
2026-06-29T13:35:35.217Z,A5,4.03,108,3.04,On Target
2026-06-29T03:27:57.428Z,A5,3.83,111,3.15,On Target
2026-06-29T15:44:06.834Z,A5,3.71,108,2.83,Poor Trim
2026-06-28T21:04:03.176Z,A5,3.91,114,3.49,Surfing/Planing
2026-06-29T17:44:03.364Z,A5,3.90,113,3.17,On Target
2026-06-29T04:30:03.136Z,A5,4.18,117,3.14,On Target
2026-06-29T17:11:22.319Z,A5,3.86,120,3.19,On Target
2026-06-29T19:37:10.823Z,A5,4.04,122,3.18,On Target
2026-06-28T21:41:47.954Z,A5,4.13,118,2.70,Poor Trim
2026-06-28T23:21:21.250Z,A5,3.94,127,2.55,Poor Trim
2026-06-29T06:53:05.715Z,A5,3.93,123,3.17,On Target
2026-06-29T18:26:19.775Z,A5,3.75,123,2.62,Poor Trim
2026-06-28T21:55:50.232Z,A5,4.24,129,3.07,On Target
2026-06-29T09:57:20.340Z,A5,3.84,129,3.09,On Target
2026-06-29T10:38:38.982Z,A5,4.28,130,2.82,Poor Trim
2026-06-29T09:48:48.092Z,A5,6.09,108,4.26,Poor Trim
2026-06-28T20:52:42.993Z,A5,5.90,109,4.86,On Target
2026-06-29T12:47:32.308Z,A5,5.90,110,4.74,On Target
2026-06-29T10:14:33.326Z,A5,6.15,113,4.13,Poor Trim
2026-06-29T17:44:09.193Z,A5,5.96,117,5.42,Surfing/Planing
2026-06-29T12:25:43.536Z,A5,6.08,114,5.21,Surfing/Planing
2026-06-29T04:38:30.334Z,A5,6.19,120,4.82,On Target
2026-06-29T05:45:37.887Z,A5,6.04,119,4.79,On Target
2026-06-29T13:41:07.687Z,A5,5.98,118,4.82,On Target
2026-06-29T17:21:44.939Z,A5,5.92,124,4.95,On Target
2026-06-29T22:47:53.281Z,A5,5.96,127,4.85,On Target
2026-06-29T21:32:59.342Z,A5,6.04,123,4.39,Poor Trim
2026-06-29T17:47:38.923Z,A5,6.04,130,4.89,On Target
2026-06-29T10:16:21.015Z,A5,6.19,131,4.79,On Target
2026-06-29T04:53:48.625Z,A5,6.26,132,4.95,On Target
2026-06-29T06:10:28.160Z,A5,7.81,108,6.04,Poor Trim
2026-06-29T04:09:32.478Z,A5,7.99,110,6.68,On Target
2026-06-28T23:43:47.341Z,A5,7.89,110,7.55,Surfing/Planing
2026-06-29T03:37:14.177Z,A5,7.71,115,7.12,Surfing/Planing
2026-06-29T21:02:15.896Z,A5,7.73,115,6.77,On Target
2026-06-29T00:12:47.489Z,A5,8.06,113,7.19,Surfing/Planing
2026-06-29T07:04:16.268Z,A5,7.90,120,6.73,On Target
2026-06-29T00:24:34.433Z,A5,7.89,118,5.77,Poor Trim
2026-06-29T18:02:02.232Z,A5,8.17,120,6.80,On Target
2026-06-29T06:24:05.628Z,A5,8.14,124,5.48,Poor Trim
2026-06-29T23:25:39.407Z,A5,8.16,123,5.49,Poor Trim
2026-06-29T16:00:34.866Z,A5,7.99,125,5.93,Poor Trim
2026-06-28T21:15:13.367Z,A5,7.99,130,6.47,On Target
2026-06-28T20:31:46.948Z,A5,8.05,128,5.49,Poor Trim
2026-06-29T23:02:10.930Z,A5,7.81,131,6.59,On Target
2026-06-29T18:09:51.291Z,A5,9.94,111,7.03,Poor Trim
2026-06-29T11:40:40.526Z,A5,10.27,110,6.97,Poor Trim
2026-06-28T21:08:23.752Z,A5,10.05,112,8.36,On Target
2026-06-29T12:30:34.281Z,A5,9.76,116,8.24,On Target
2026-06-28T22:35:29.275Z,A5,10.26,116,8.29,On Target
2026-06-29T04:34:41.909Z,A5,9.83,113,8.62,On Target
2026-06-29T13:26:39.254Z,A5,10.26,118,9.12,Surfing/Planing
2026-06-29T12:55:12.648Z,A5,9.94,119,8.64,On Target
2026-06-29T02:46:41.807Z,A5,9.97,118,6.97,Poor Trim
2026-06-29T01:46:15.954Z,A5,10.01,123,8.52,On Target
2026-06-29T03:28:20.262Z,A5,9.98,126,8.59,On Target
2026-06-29T19:11:40.928Z,A5,10.18,125,8.64,On Target
2026-06-29T02:13:38.921Z,A5,10.04,128,8.23,On Target
2026-06-28T23:27:06.157Z,A5,10.27,130,9.05,Surfing/Planing
2026-06-29T19:10:01.624Z,A5,10.13,130,7.02,Poor Trim
2026-06-29T09:03:01.985Z,A5,11.79,112,10.48,Surfing/Planing
2026-06-29T15:35:48.560Z,A5,11.98,110,9.38,On Target
2026-06-29T15:47:40.272Z,A5,11.76,112,8.24,Poor Trim
2026-06-29T21:59:56.492Z,A5,11.80,117,9.52,On Target
2026-06-29T05:38:05.664Z,A5,12.26,115,9.53,On Target
2026-06-29T11:41:22.696Z,A5,11.73,114,8.67,Poor Trim
2026-06-29T02:21:43.190Z,A5,12.16,120,9.39,On Target
2026-06-29T08:06:41.288Z,A5,12.15,118,10.86,Surfing/Planing
2026-06-29T22:42:26.389Z,A5,11.91,122,9.34,On Target
2026-06-29T23:07:07.433Z,A5,12.19,127,9.32,On Target
2026-06-29T15:33:36.678Z,A5,11.89,124,9.78,On Target
2026-06-29T21:20:40.095Z,A5,11.92,123,7.98,Poor Trim
2026-06-29T17:23:29.597Z,A5,12.28,129,9.63,On Target
2026-06-29T18:11:58.886Z,A5,12.24,130,9.29,On Target
2026-06-28T23:14:06.173Z,A5,12.00,128,9.59,On Target
2026-06-29T21:56:18.973Z,A5,13.75,108,11.87,Surfing/Planing
2026-06-29T13:40:31.420Z,A5,14.15,108,10.36,On Target
2026-06-29T00:49:34.604Z,A5,13.89,109,10.57,On Target
2026-06-29T14:22:22.443Z,A5,13.78,116,10.73,On Target
2026-06-29T04:13:37.527Z,A5,13.71,114,10.72,On Target
2026-06-29T21:26:18.455Z,A5,14.23,116,10.66,On Target
2026-06-29T09:01:24.985Z,A5,14.27,118,9.47,Poor Trim
2026-06-29T20:51:37.590Z,A5,14.29,122,10.28,On Target
2026-06-28T23:05:41.151Z,A5,14.21,119,9.69,Poor Trim
2026-06-29T12:29:56.163Z,A5,13.79,126,10.50,On Target
2026-06-29T18:55:41.235Z,A5,14.25,127,9.63,Poor Trim
2026-06-29T14:17:10.776Z,A5,13.88,126,11.66,Surfing/Planing
2026-06-28T22:23:23.083Z,A5,13.81,132,11.90,Surfing/Planing
2026-06-29T17:27:39.532Z,A5,14.19,132,10.64,On Target
2026-06-29T15:52:18.509Z,A5,13.76,132,11.16,Surfing/Planing
2026-06-29T03:35:04.421Z,A5,16.07,110,11.45,On Target
2026-06-29T05:39:30.442Z,A5,15.92,111,9.72,Poor Trim
2026-06-29T21:38:13.849Z,A5,15.97,108,11.92,On Target
2026-06-29T20:44:39.774Z,A5,16.08,113,10.68,Poor Trim
2026-06-29T22:46:59.188Z,A5,16.17,114,11.53,On Target
2026-06-29T08:38:31.871Z,A5,16.03,117,11.83,On Target
2026-06-29T13:20:42.087Z,A5,16.07,120,10.33,Poor Trim
2026-06-28T21:38:40.010Z,A5,15.80,118,13.23,Surfing/Planing
2026-06-29T17:32:09.389Z,A5,15.73,120,11.69,On Target
2026-06-29T02:09:10.573Z,A5,15.74,127,11.44,On Target
2026-06-28T21:47:31.929Z,A5,16.29,126,11.79,On Target
2026-06-29T12:21:23.608Z,A5,15.72,124,11.52,On Target
2026-06-29T05:06:57.919Z,A5,16.14,131,10.64,Poor Trim
2026-06-29T10:00:54.866Z,A5,16.19,131,11.96,On Target
2026-06-29T07:54:14.738Z,A5,15.72,128,11.98,On Target
2026-06-29T16:31:40.884Z,A5,18.03,109,12.12,On Target
2026-06-29T16:16:36.246Z,A5,18.02,108,10.44,Poor Trim
2026-06-29T00:54:03.373Z,A5,17.80,108,12.40,On Target
2026-06-29T15:07:59.484Z,A5,17.73,116,12.61,On Target
2026-06-29T20:07:27.711Z,A5,18.07,117,11.19,Poor Trim
2026-06-29T22:42:21.983Z,A5,17.95,114,12.30,On Target
2026-06-29T22:11:30.985Z,A5,17.99,120,12.42,On Target
2026-06-28T20:36:29.897Z,A5,18.06,121,12.76,On Target
2026-06-29T06:33:50.986Z,A5,17.79,122,13.11,Surfing/Planing
2026-06-29T12:54:41.159Z,A5,18.27,125,12.41,On Target
2026-06-29T16:20:06.035Z,A5,18.01,124,13.40,Surfing/Planing
2026-06-29T16:40:03.524Z,A5,18.19,125,11.09,Poor Trim
2026-06-29T14:57:51.081Z,A5,18.10,131,13.58,Surfing/Planing
2026-06-29T18:11:13.893Z,A5,17.92,129,12.66,On Target
2026-06-29T10:20:21.087Z,A5,18.23,129,10.91,Poor Trim
2026-06-28T22:57:25.752Z,A5,20.02,111,13.30,On Target
2026-06-29T04:47:22.334Z,A5,19.98,109,13.47,On Target
2026-06-29T20:48:37.294Z,A5,19.94,111,11.80,Poor Trim
2026-06-29T05:23:17.628Z,A5,19.94,115,11.33,Poor Trim
2026-06-29T14:58:59.448Z,A5,20.26,117,13.43,On Target
2026-06-29T22:51:12.166Z,A5,20.24,116,12.80,On Target
2026-06-28T21:13:14.266Z,A5,19.81,118,11.08,Poor Trim
2026-06-28T21:09:49.756Z,A5,20.21,119,10.83,Poor Trim
2026-06-28T20:27:33.243Z,A5,20.14,122,14.34,Surfing/Planing
2026-06-28T23:56:06.568Z,A5,20.27,126,11.84,Poor Trim
2026-06-29T22:06:01.430Z,A5,20.03,125,13.22,On Target
2026-06-29T16:42:48.306Z,A5,19.95,123,13.44,On Target
2026-06-29T05:23:36.141Z,A5,20.11,130,13.22,On Target
2026-06-29T08:35:00.002Z,A5,19.76,129,11.23,Poor Trim
2026-06-29T19:07:12.849Z,A5,19.84,128,14.36,Surfing/Planing
2026-06-29T05:30:37.945Z,A5,22.12,110,14.23,On Target
2026-06-29T20:49:55.377Z,A5,22.26,112,13.67,On Target
2026-06-29T10:25:49.763Z,A5,21.90,110,13.93,On Target
2026-06-29T16:17:40.641Z,A5,22.10,114,13.62,On Target
2026-06-29T22:23:31.528Z,A5,21.81,115,12.77,Poor Trim
2026-06-29T14:53:22.357Z,A5,21.84,115,12.34,Poor Trim
2026-06-29T19:55:01.992Z,A5,21.78,119,14.05,On Target
2026-06-28T20:52:14.009Z,A5,21.91,119,13.62,On Target
2026-06-29T01:09:02.659Z,A5,21.84,118,11.82,Poor Trim
2026-06-29T15:48:28.805Z,A5,22.04,126,13.69,On Target
2026-06-29T14:43:04.696Z,A5,21.86,127,13.65,On Target
2026-06-29T18:57:50.646Z,A5,21.82,126,14.33,On Target
2026-06-29T19:01:52.754Z,A5,21.96,132,14.03,On Target
2026-06-29T12:05:44.021Z,A5,22.24,128,14.01,On Target
2026-06-29T04:48:33.552Z,A5,22.29,132,14.93,Surfing/Planing
2026-06-28T20:48:03.272Z,A5,23.90,109,14.29,On Target
2026-06-28T20:45:45.653Z,A5,23.99,108,14.62,On Target
2026-06-29T18:21:16.700Z,A5,24.20,111,13.23,Poor Trim
2026-06-28T23:36:08.451Z,A5,23.99,115,14.36,On Target
2026-06-29T19:38:41.893Z,A5,23.97,113,14.71,On Target
2026-06-29T23:22:26.118Z,A5,24.11,114,13.39,Poor Trim
2026-06-29T20:11:49.373Z,A5,23.84,118,14.90,On Target
2026-06-29T23:11:29.601Z,A5,24.09,122,16.23,Surfing/Planing
2026-06-29T18:01:05.559Z,A5,24.07,119,14.23,On Target
2026-06-29T17:10:16.262Z,A5,23.94,126,15.46,Surfing/Planing
2026-06-29T06:34:35.399Z,A5,23.79,123,14.31,On Target
2026-06-29T08:37:35.655Z,A5,23.70,126,14.64,On Target
2026-06-28T21:16:43.901Z,A5,24.28,131,14.39,On Target
2026-06-28T23:35:06.423Z,A5,24.18,129,14.71,On Target
2026-06-29T15:10:02.183Z,A5,23.86,130,16.83,Surfing/Planing
2026-06-29T10:34:45.894Z,A5,26.02,111,12.77,Poor Trim
2026-06-29T23:15:37.350Z,A5,25.79,112,15.76,On Target
2026-06-29T13:18:38.278Z,A5,25.84,111,13.30,Poor Trim
2026-06-29T15:54:59.522Z,A5,26.19,115,13.60,Poor Trim
2026-06-29T10:50:31.554Z,A5,25.86,113,15.42,On Target
2026-06-29T04:44:14.328Z,A5,26.29,114,14.95,On Target
2026-06-29T03:17:04.973Z,A5,25.74,122,15.08,On Target
2026-06-29T02:48:12.726Z,A5,26.03,119,17.60,Surfing/Planing
2026-06-29T07:28:40.938Z,A5,26.17,120,15.50,On Target
2026-06-29T19:16:20.367Z,A5,25.98,124,13.67,Poor Trim
2026-06-28T21:08:11.284Z,A5,25.70,124,15.07,On Target
