Timestamp,Sail,TWS,TWA,BoatSpeed,Notes
2026-06-30T00:00:00.000Z,A5,6.00,115,4.87,On Target
2026-06-30T00:00:00.000Z,A5,6.00,120,4.87,On Target
2026-06-30T00:00:00.000Z,A5,6.00,125,4.87,On Target
2026-06-30T00:00:00.000Z,A5,6.00,130,4.87,On Target
2026-06-30T00:00:00.000Z,A5,8.00,110,6.63,On Target
2026-06-30T00:00:00.000Z,A5,8.00,115,6.63,On Target
2026-06-30T00:00:00.000Z,A5,8.00,120,6.63,On Target
2026-06-30T00:00:00.000Z,A5,8.00,125,6.63,On Target
2026-06-30T00:00:00.000Z,A5,8.00,130,6.63,On Target
2026-06-30T00:00:00.000Z,A5,10.00,110,8.40,On Target
2026-06-30T00:00:00.000Z,A5,10.00,115,8.40,On Target
2026-06-30T00:00:00.000Z,A5,10.00,120,8.40,On Target
2026-06-30T00:00:00.000Z,A5,10.00,125,8.40,On Target
2026-06-30T00:00:00.000Z,A5,10.00,130,8.40,On Target
2026-06-30T00:00:00.000Z,A5,12.00,110,9.50,On Target
2026-06-30T00:00:00.000Z,A5,12.00,115,9.50,On Target
2026-06-30T00:00:00.000Z,A5,12.00,120,9.50,On Target
2026-06-30T00:00:00.000Z,A5,12.00,125,9.50,On Target
2026-06-30T00:00:00.000Z,A5,12.00,130,9.50,On Target
2026-06-30T00:00:00.000Z,A5,14.00,110,10.60,On Target
2026-06-30T00:00:00.000Z,A5,14.00,115,10.60,On Target
2026-06-30T00:00:00.000Z,A5,14.00,120,10.60,On Target
2026-06-30T00:00:00.000Z,A5,14.00,125,10.60,On Target
2026-06-30T00:00:00.000Z,A5,14.00,130,10.60,On Target
2026-06-30T00:00:00.000Z,A5,16.00,110,11.70,On Target
2026-06-30T00:00:00.000Z,A5,16.00,115,11.70,On Target
2026-06-30T00:00:00.000Z,A5,16.00,120,11.70,On Target
2026-06-30T00:00:00.000Z,A5,16.00,125,11.70,On Target
2026-06-30T00:00:00.000Z,A5,16.00,130,11.70,On Target
2026-06-30T00:00:00.000Z,A5,18.00,110,12.44,On Target
2026-06-30T00:00:00.000Z,A5,18.00,115,12.44,On Target
2026-06-30T00:00:00.000Z,A5,18.00,120,12.44,On Target
2026-06-30T00:00:00.000Z,A5,18.00,125,12.44,On Target
2026-06-30T00:00:00.000Z,A5,18.00,130,12.44,On Target
2026-06-30T00:00:00.000Z,A5,20.00,110,13.18,On Target
2026-06-30T00:00:00.000Z,A5,20.00,115,13.18,On Target
2026-06-30T00:00:00.000Z,A5,20.00,120,13.18,On Target
2026-06-30T00:00:00.000Z,A5,20.00,125,13.18,On Target
2026-06-30T00:00:00.000Z,A5,20.00,130,13.18,On Target
2026-06-30T00:00:00.000Z,A5,22.00,110,13.92,On Target
2026-06-30T00:00:00.000Z,A5,22.00,115,13.92,On Target
2026-06-30T00:00:00.000Z,A5,22.00,120,13.92,On Target
2026-06-30T00:00:00.000Z,A5,22.00,125,13.92,On Target
2026-06-30T00:00:00.000Z,A5,22.00,130,13.92,On Target
2026-06-30T00:00:00.000Z,A5,24.00,110,14.66,On Target
2026-06-30T00:00:00.000Z,A5,24.00,115,14.66,On Target
2026-06-30T00:00:00.000Z,A5,24.00,120,14.66,On Target
2026-06-30T00:00:00.000Z,A5,24.00,125,14.66,On Target
2026-06-30T00:00:00.000Z,A5,24.00,130,14.66,On Target
2026-06-30T00:00:00.000Z,A5,26.00,110,15.40,On Target
2026-06-30T00:00:00.000Z,A5,26.00,115,15.40,On Target
2026-06-30T00:00:00.000Z,A5,26.00,120,15.40,On Target
2026-06-30T00:00:00.000Z,A5,26.00,125,15.40,On Target
2026-06-30T00:00:00.000Z,A5,26.00,130,15.40,On Target
2026-06-30T00:00:00.000Z,A3,4.00,125,3.20,On Target
2026-06-30T00:00:00.000Z,A3,4.00,130,3.20,On Target
2026-06-30T00:00:00.000Z,A3,4.00,135,3.20,On Target
2026-06-30T00:00:00.000Z,A3,4.00,140,3.20,On Target
2026-06-30T00:00:00.000Z,A3,6.00,125,4.87,On Target
2026-06-30T00:00:00.000Z,A3,6.00,130,4.87,On Target
2026-06-30T00:00:00.000Z,A3,6.00,135,4.87,On Target
2026-06-30T00:00:00.000Z,A3,6.00,140,4.87,On Target
2026-06-30T00:00:00.000Z,A3,8.00,125,6.53,On Target
2026-06-30T00:00:00.000Z,A3,8.00,130,6.53,On Target
2026-06-30T00:00:00.000Z,A3,8.00,135,6.53,On Target
2026-06-30T00:00:00.000Z,A3,8.00,140,6.53,On Target
2026-06-30T00:00:00.000Z,A3,10.00,125,8.20,On Target
2026-06-30T00:00:00.000Z,A3,10.00,130,8.20,On Target
2026-06-30T00:00:00.000Z,A3,10.00,135,8.20,On Target
2026-06-30T00:00:00.000Z,A3,10.00,140,8.20,On Target
2026-06-30T00:00:00.000Z,A3,12.00,125,9.93,On Target
2026-06-30T00:00:00.000Z,A3,12.00,130,9.93,On Target
2026-06-30T00:00:00.000Z,A3,12.00,135,9.93,On Target
2026-06-30T00:00:00.000Z,A3,12.00,140,9.93,On Target
2026-06-30T00:00:00.000Z,A3,14.00,125,11.67,On Target
2026-06-30T00:00:00.000Z,A3,14.00,130,11.67,On Target
2026-06-30T00:00:00.000Z,A3,14.00,135,11.67,On Target
2026-06-30T00:00:00.000Z,A3,14.00,140,11.67,On Target
2026-06-30T00:00:00.000Z,A3,16.00,125,13.40,On Target
2026-06-30T00:00:00.000Z,A3,16.00,130,13.40,On Target
2026-06-30T00:00:00.000Z,A3,16.00,135,13.40,On Target
2026-06-30T00:00:00.000Z,A3,16.00,140,13.40,On Target
2026-06-30T00:00:00.000Z,A3,18.00,125,14.68,On Target
2026-06-30T00:00:00.000Z,A3,18.00,130,14.68,On Target
2026-06-30T00:00:00.000Z,A3,18.00,135,14.68,On Target
2026-06-30T00:00:00.000Z,A3,18.00,140,14.68,On Target
2026-06-30T00:00:00.000Z,A3,20.00,125,15.96,On Target
2026-06-30T00:00:00.000Z,A3,20.00,130,15.96,On Target
2026-06-30T00:00:00.000Z,A3,20.00,135,15.96,On Target
2026-06-30T00:00:00.000Z,A3,20.00,140,15.96,On Target
2026-06-30T00:00:00.000Z,A3,22.00,125,17.24,On Target
2026-06-30T00:00:00.000Z,A3,22.00,130,17.24,On Target
2026-06-30T00:00:00.000Z,A3,22.00,135,17.24,On Target
2026-06-30T00:00:00.000Z,A3,22.00,140,17.24,On Target
2026-06-30T00:00:00.000Z,A3,24.00,125,18.52,On Target
2026-06-30T00:00:00.000Z,A3,24.00,130,18.52,On Target
2026-06-30T00:00:00.000Z,A3,24.00,135,18.52,On Target
2026-06-30T00:00:00.000Z,A3,24.00,140,18.52,On Target
2026-06-30T00:00:00.000Z,A3,26.00,125,19.80,On Target
2026-06-30T00:00:00.000Z,A3,26.00,130,19.80,On Target
2026-06-30T00:00:00.000Z,A3,26.00,135,19.80,On Target
2026-06-30T00:00:00.000Z,A3,26.00,140,19.80,On Target
2026-06-30T00:00:00.000Z,A2,4.00,140,2.80,On Target
2026-06-30T00:00:00.000Z,A2,4.00,145,2.80,On Target
2026-06-30T00:00:00.000Z,A2,4.00,150,2.80,On Target
2026-06-30T00:00:00.000Z,A2,4.00,155,2.80,On Target
2026-06-30T00:00:00.000Z,A2,4.00,160,2.80,On Target
2026-06-30T00:00:00.000Z,A2,4.00,165,2.80,On Target
2026-06-30T00:00:00.000Z,A2,6.00,140,4.37,On Target
2026-06-30T00:00:00.000Z,A2,6.00,145,4.37,On Target
2026-06-30T00:00:00.000Z,A2,6.00,150,4.37,On Target
2026-06-30T00:00:00.000Z,A2,6.00,155,4.37,On Target
2026-06-30T00:00:00.000Z,A2,6.00,160,4.37,On Target
2026-06-30T00:00:00.000Z,A2,6.00,165,4.37,On Target
2026-06-30T00:00:00.000Z,A2,8.00,140,5.93,On Target
2026-06-30T00:00:00.000Z,A2,8.00,145,5.93,On Target
2026-06-30T00:00:00.000Z,A2,8.00,150,5.93,On Target
2026-06-30T00:00:00.000Z,A2,8.00,155,5.93,On Target
2026-06-30T00:00:00.000Z,A2,8.00,160,5.93,On Target
2026-06-30T00:00:00.000Z,A2,8.00,165,5.93,On Target
2026-06-30T00:00:00.000Z,A2,10.00,140,7.50,On Target
2026-06-30T00:00:00.000Z,A2,10.00,145,7.50,On Target
2026-06-30T00:00:00.000Z,A2,10.00,150,7.50,On Target
2026-06-30T00:00:00.000Z,A2,10.00,155,7.50,On Target
2026-06-30T00:00:00.000Z,A2,10.00,160,7.50,On Target
2026-06-30T00:00:00.000Z,A2,10.00,165,7.50,On Target
2026-06-30T00:00:00.000Z,A2,12.00,140,8.97,On Target
2026-06-30T00:00:00.000Z,A2,12.00,145,8.97,On Target
2026-06-30T00:00:00.000Z,A2,12.00,150,8.97,On Target
2026-06-30T00:00:00.000Z,A2,12.00,155,8.97,On Target
2026-06-30T00:00:00.000Z,A2,12.00,160,8.97,On Target
2026-06-30T00:00:00.000Z,A2,12.00,165,8.97,On Target
2026-06-30T00:00:00.000Z,A2,14.00,140,10.43,On Target
2026-06-30T00:00:00.000Z,A2,14.00,145,10.43,On Target
2026-06-30T00:00:00.000Z,A2,14.00,150,10.43,On Target
2026-06-30T00:00:00.000Z,A2,14.00,155,10.43,On Target
2026-06-30T00:00:00.000Z,A2,14.00,160,10.43,On Target
2026-06-30T00:00:00.000Z,A2,14.00,165,10.43,On Target
2026-06-30T00:00:00.000Z,A2,16.00,140,11.90,On Target
2026-06-30T00:00:00.000Z,A2,16.00,145,11.90,On Target
2026-06-30T00:00:00.000Z,A2,16.00,150,11.90,On Target
2026-06-30T00:00:00.000Z,A2,16.00,155,11.90,On Target
2026-06-30T00:00:00.000Z,A2,16.00,160,11.90,On Target
2026-06-30T00:00:00.000Z,A2,16.00,165,11.90,On Target
2026-06-30T00:00:00.000Z,A2,18.00,140,13.72,On Target
2026-06-30T00:00:00.000Z,A2,18.00,145,13.72,On Target
2026-06-30T00:00:00.000Z,A2,18.00,150,13.72,On Target
2026-06-30T00:00:00.000Z,A2,18.00,155,13.72,On Target
2026-06-30T00:00:00.000Z,A2,18.00,160,13.72,On Target
2026-06-30T00:00:00.000Z,A2,18.00,165,13.72,On Target
2026-06-30T00:00:00.000Z,A2,20.00,140,15.54,On Target
2026-06-30T00:00:00.000Z,A2,20.00,145,15.54,On Target
2026-06-30T00:00:00.000Z,A2,20.00,150,15.54,On Target
2026-06-30T00:00:00.000Z,A2,20.00,155,15.54,On Target
2026-06-30T00:00:00.000Z,A2,20.00,160,15.54,On Target
2026-06-30T00:00:00.000Z,A2,20.00,165,15.54,On Target
2026-06-30T00:00:00.000Z,A2,22.00,140,17.36,On Target
2026-06-30T00:00:00.000Z,A2,22.00,145,17.36,On Target
2026-06-30T00:00:00.000Z,A2,22.00,150,17.36,On Target
2026-06-30T00:00:00.000Z,A2,22.00,155,17.36,On Target
2026-06-30T00:00:00.000Z,A2,22.00,160,17.36,On Target
2026-06-30T00:00:00.000Z,A2,22.00,165,17.36,On Target
2026-06-30T00:00:00.000Z,A2,24.00,140,19.18,On Target
2026-06-30T00:00:00.000Z,A2,24.00,145,19.18,On Target
2026-06-30T00:00:00.000Z,A2,24.00,150,19.18,On Target
2026-06-30T00:00:00.000Z,A2,24.00,155,19.18,On Target
2026-06-30T00:00:00.000Z,A2,24.00,160,19.18,On Target
2026-06-30T00:00:00.000Z,A2,24.00,165,19.18,On Target
2026-06-30T00:00:00.000Z,A2,26.00,140,21.00,On Target
2026-06-30T00:00:00.000Z,A2,26.00,145,21.00,On Target
2026-06-30T00:00:00.000Z,A2,26.00,150,21.00,On Target
2026-06-30T00:00:00.000Z,A2,26.00,155,21.00,On Target
2026-06-30T00:00:00.000Z,A2,26.00,160,21.00,On Target
2026-06-30T00:00:00.000Z,A2,26.00,165,21.00,On Target
2026-06-30T00:00:00.000Z,S1.5,4.00,150,2.60,On Target
2026-06-30T00:00:00.000Z,S1.5,4.00,155,2.60,On Target
2026-06-30T00:00:00.000Z,S1.5,4.00,160,2.60,On Target
2026-06-30T00:00:00.000Z,S1.5,4.00,165,2.60,On Target
2026-06-30T00:00:00.000Z,S1.5,4.00,170,2.60,On Target
2026-06-30T00:00:00.000Z,S1.5,6.00,150,4.07,On Target
2026-06-30T00:00:00.000Z,S1.5,6.00,155,4.07,On Target
2026-06-30T00:00:00.000Z,S1.5,6.00,160,4.07,On Target
2026-06-30T00:00:00.000Z,S1.5,6.00,165,4.07,On Target
2026-06-30T00:00:00.000Z,S1.5,6.00,170,4.07,On Target
2026-06-30T00:00:00.000Z,S1.5,8.00,150,5.53,On Target
2026-06-30T00:00:00.000Z,S1.5,8.00,155,5.53,On Target
2026-06-30T00:00:00.000Z,S1.5,8.00,160,5.53,On Target
2026-06-30T00:00:00.000Z,S1.5,8.00,165,5.53,On Target
2026-06-30T00:00:00.000Z,S1.5,8.00,170,5.53,On Target
2026-06-30T00:00:00.000Z,S1.5,10.00,150,7.00,On Target
2026-06-30T00:00:00.000Z,S1.5,10.00,155,7.00,On Target
2026-06-30T00:00:00.000Z,S1.5,10.00,160,7.00,On Target
2026-06-30T00:00:00.000Z,S1.5,10.00,165,7.00,On Target
2026-06-30T00:00:00.000Z,S1.5,10.00,170,7.00,On Target
2026-06-30T00:00:00.000Z,S1.5,12.00,150,8.33,On Target
2026-06-30T00:00:00.000Z,S1.5,12.00,155,8.33,On Target
2026-06-30T00:00:00.000Z,S1.5,12.00,160,8.33,On Target
2026-06-30T00:00:00.000Z,S1.5,12.00,165,8.33,On Target
2026-06-30T00:00:00.000Z,S1.5,12.00,170,8.33,On Target
2026-06-30T00:00:00.000Z,S1.5,14.00,150,9.67,On Target
2026-06-30T00:00:00.000Z,S1.5,14.00,155,9.67,On Target
2026-06-30T00:00:00.000Z,S1.5,14.00,160,9.67,On Target
2026-06-30T00:00:00.000Z,S1.5,14.00,165,9.67,On Target
2026-06-30T00:00:00.000Z,S1.5,14.00,170,9.67,On Target
2026-06-30T00:00:00.000Z,S1.5,16.00,150,11.00,On Target
2026-06-30T00:00:00.000Z,S1.5,16.00,155,11.00,On Target
2026-06-30T00:00:00.000Z,S1.5,16.00,160,11.00,On Target
2026-06-30T00:00:00.000Z,S1.5,16.00,165,11.00,On Target
2026-06-30T00:00:00.000Z,S1.5,16.00,170,11.00,On Target
2026-06-30T00:00:00.000Z,S1.5,18.00,150,12.46,On Target
2026-06-30T00:00:00.000Z,S1.5,18.00,155,12.46,On Target
2026-06-30T00:00:00.000Z,S1.5,18.00,160,12.46,On Target
2026-06-30T00:00:00.000Z,S1.5,18.00,165,12.46,On Target
2026-06-30T00:00:00.000Z,S1.5,18.00,170,12.46,On Target
2026-06-30T00:00:00.000Z,S1.5,20.00,150,13.92,On Target
2026-06-30T00:00:00.000Z,S1.5,20.00,155,13.92,On Target
2026-06-30T00:00:00.000Z,S1.5,20.00,160,13.92,On Target
2026-06-30T00:00:00.000Z,S1.5,20.00,165,13.92,On Target
2026-06-30T00:00:00.000Z,S1.5,20.00,170,13.92,On Target
2026-06-30T00:00:00.000Z,S1.5,22.00,150,15.38,On Target
2026-06-30T00:00:00.000Z,S1.5,22.00,155,15.38,On Target
2026-06-30T00:00:00.000Z,S1.5,22.00,160,15.38,On Target
2026-06-30T00:00:00.000Z,S1.5,22.00,165,15.38,On Target
2026-06-30T00:00:00.000Z,S1.5,22.00,170,15.38,On Target
2026-06-30T00:00:00.000Z,S1.5,24.00,150,16.84,On Target
2026-06-30T00:00:00.000Z,S1.5,24.00,155,16.84,On Target
2026-06-30T00:00:00.000Z,S1.5,24.00,160,16.84,On Target
2026-06-30T00:00:00.000Z,S1.5,24.00,165,16.84,On Target
2026-06-30T00:00:00.000Z,S1.5,24.00,170,16.84,On Target
2026-06-30T00:00:00.000Z,S1.5,26.00,150,18.30,On Target
2026-06-30T00:00:00.000Z,S1.5,26.00,155,18.30,On Target
2026-06-30T00:00:00.000Z,S1.5,26.00,160,18.30,On Target
2026-06-30T00:00:00.000Z,S1.5,26.00,165,18.30,On Target
2026-06-30T00:00:00.000Z,S1.5,26.00,170,18.30,On Target
2026-06-30T00:00:00.000Z,S1,4.00,165,2.20,On Target
2026-06-30T00:00:00.000Z,S1,4.00,170,2.20,On Target
2026-06-30T00:00:00.000Z,S1,4.00,175,2.20,On Target
2026-06-30T00:00:00.000Z,S1,4.00,180,2.20,On Target
2026-06-30T00:00:00.000Z,S1,6.00,165,3.57,On Target
2026-06-30T00:00:00.000Z,S1,6.00,170,3.57,On Target
2026-06-30T00:00:00.000Z,S1,6.00,175,3.57,On Target
2026-06-30T00:00:00.000Z,S1,6.00,180,3.57,On Target
2026-06-30T00:00:00.000Z,S1,8.00,165,4.93,On Target
2026-06-30T00:00:00.000Z,S1,8.00,170,4.93,On Target
2026-06-30T00:00:00.000Z,S1,8.00,175,4.93,On Target
2026-06-30T00:00:00.000Z,S1,8.00,180,4.93,On Target
2026-06-30T00:00:00.000Z,S1,10.00,165,6.30,On Target
2026-06-30T00:00:00.000Z,S1,10.00,170,6.30,On Target
2026-06-30T00:00:00.000Z,S1,10.00,175,6.30,On Target
2026-06-30T00:00:00.000Z,S1,10.00,180,6.30,On Target
2026-06-30T00:00:00.000Z,S1,12.00,165,7.33,On Target
2026-06-30T00:00:00.000Z,S1,12.00,170,7.33,On Target
2026-06-30T00:00:00.000Z,S1,12.00,175,7.33,On Target
2026-06-30T00:00:00.000Z,S1,12.00,180,7.33,On Target
2026-06-30T00:00:00.000Z,S1,14.00,165,8.37,On Target
2026-06-30T00:00:00.000Z,S1,14.00,170,8.37,On Target
2026-06-30T00:00:00.000Z,S1,14.00,175,8.37,On Target
2026-06-30T00:00:00.000Z,S1,14.00,180,8.37,On Target
2026-06-30T00:00:00.000Z,S1,16.00,165,9.40,On Target
2026-06-30T00:00:00.000Z,S1,16.00,170,9.40,On Target
2026-06-30T00:00:00.000Z,S1,16.00,175,9.40,On Target
2026-06-30T00:00:00.000Z,S1,16.00,180,9.40,On Target
2026-06-30T00:00:00.000Z,S1,18.00,165,10.48,On Target
2026-06-30T00:00:00.000Z,S1,18.00,170,10.48,On Target
2026-06-30T00:00:00.000Z,S1,18.00,175,10.48,On Target
2026-06-30T00:00:00.000Z,S1,18.00,180,10.48,On Target
2026-06-30T00:00:00.000Z,S1,20.00,165,11.56,On Target
2026-06-30T00:00:00.000Z,S1,20.00,170,11.56,On Target
2026-06-30T00:00:00.000Z,S1,20.00,175,11.56,On Target
2026-06-30T00:00:00.000Z,S1,20.00,180,11.56,On Target
2026-06-30T00:00:00.000Z,S1,22.00,165,12.64,On Target
2026-06-30T00:00:00.000Z,S1,22.00,170,12.64,On Target
2026-06-30T00:00:00.000Z,S1,22.00,175,12.64,On Target
2026-06-30T00:00:00.000Z,S1,22.00,180,12.64,On Target
2026-06-30T00:00:00.000Z,S1,24.00,165,13.72,On Target
2026-06-30T00:00:00.000Z,S1,24.00,170,13.72,On Target
2026-06-30T00:00:00.000Z,S1,24.00,175,13.72,On Target
2026-06-30T00:00:00.000Z,S1,24.00,180,13.72,On Target
2026-06-30T00:00:00.000Z,S1,26.00,165,14.80,On Target
2026-06-30T00:00:00.000Z,S1,26.00,170,14.80,On Target
2026-06-30T00:00:00.000Z,S1,26.00,175,14.80,On Target
2026-06-30T00:00:00.000Z,S1,26.00,180,14.80,On Target
